city,white,hispanic_latino,african_american,american_indian,asian,pacific_islander,other_race,two_or_more_races
Gerrard CO,74.3,25.7,0,0,0,0,0,0
Vineland CO,67.4,21.1,0,0,0,8.4,0,3.1
Blende CO,65.9,31.3,1.7,0,0,0,1.1,0
Parshall CO,100,0,0,0,0,0,0,0
Upper Bear Creek CO,96.3,1.5,0,0,1,0,0,1.1
Floyd Hill CO,95.1,0,0,0,4.9,0,0,0
Black Forest CO,86.3,8.1,0.9,0.2,1.4,0,0,3.1
Grand View Estates CO,67.8,14.8,3.7,0,7.2,0,1.4,5.1
Penrose CO,91.3,6.2,0.5,0,1.5,0,0.2,0.3
Byers CO,80.7,14.3,0,3.1,0,0,0,2
Salt Creek CO,4.8,88.5,0,0,0,0,0,6.7
Stratmoor CO,57.5,28.2,2.1,1.3,0.6,0.4,2.1,7.8
Gunbarrel CO,88.1,7.9,0.2,0.2,1.3,0.2,0,2.1
Columbine CO,85.4,10,0.5,0.2,2.1,0,0,1.6
Woodmoor CO,87.1,5.7,2.2,0.4,1,0,0.1,3.5
Padroni CO,91,0,0,0,9,0,0,0
Meridian CO,70.6,7,4.3,0,15.4,0,0,2.7
Cimarron Hills CO,65.8,21.9,5.2,0.2,4.1,0,0.1,2.6
Sedalia CO,100,0,0,0,0,0,0,0
East Pleasant View CO,63.4,36.2,0.4,0,0,0,0,0
Evergreen CO,93.7,3.5,0.2,0,1.4,0,0.1,1.2
Indian Hills CO,72.3,18.1,4.1,0,0,0,0,5.5
Kittredge CO,95,0,1.5,0,2.7,0,0,0.8
Edwards CO,62.6,35.1,0,0.7,1.3,0,0,0.3
El Jebel CO,59.1,39,0,0,0,0.5,0,1.4
Leadville North CO,68.1,26,0,0,1.5,0,0,4.4
Redlands CO,93.4,3.7,0,0.3,0.9,0,0,1.8
Louviers CO,65.9,24.7,0,0,0,0,0,9.3
Orchard Mesa CO,81.1,15.9,0.5,0,0.3,0,0,2.2
Loghill Village CO,92.7,7.3,0,0,0,0,0,0
Pueblo West CO,73.2,22.2,0.7,0.7,0.7,0,0.2,2.2
St. Mary's CO,91.2,8.8,0,0,0,0,0,0
Derby CO,25.1,67.3,4.9,0.4,0.4,0,0,2
Todd Creek CO,86.4,9.1,0,0.2,1.8,0,0.7,1.7
Welby CO,36.4,58.6,1.7,0.1,0.8,0,0.1,2.1
Arboles CO,65.6,28.4,4.3,0.7,1,0,0,0
Laporte CO,83.6,9.5,0,1.1,0.7,0,0,5.1
Genesee CO,94.7,3.2,0,0.2,0.8,0,0,1.1
Colorado City CO,75.4,19.9,0,0,1.4,0,0,3.2
Gold Hill CO,100,0,0,0,0,0,0,0
Alamosa East CO,48.9,49.9,0,0,0,0,0,1.2
Lynn CO,13.6,86.4,0,0,0,0,0,0
Hoehne CO,90.7,9.3,0,0,0,0,0,0
Valdez CO,0,100,0,0,0,0,0,0
Segundo CO,65.4,34.6,0,0,0,0,0,0
Weston CO,58.7,41.3,0,0,0,0,0,0
Conejos CO,36.5,63.5,0,0,0,0,0,0
Capulin CO,0.9,96.5,1.8,0,0.9,0,0,0
Jansen CO,100,0,0,0,0,0,0,0
Stonewall Gap CO,100,0,0,0,0,0,0,0
El Moro CO,65.7,33.2,0,0,0,0,1.1,0
Howard CO,95,5,0,0,0,0,0,0
Coaldale CO,95,5,0,0,0,0,0,0
Cotopaxi CO,100,0,0,0,0,0,0,0
Wolcott CO,0,0,0,0,0,0,0,0
McCoy CO,100,0,0,0,0,0,0,0
Fulford CO,0,0,0,0,0,0,0,0
Dotsero CO,22,78,0,0,0,0,0,0
Mulford CO,100,0,0,0,0,0,0,0
Catherine CO,67.7,18.2,0,0,14.1,0,0,0
Cattle Creek CO,10.7,89.3,0,0,0,0,0,0
No Name CO,100,0,0,0,0,0,0,0
Chacra CO,98.9,1.1,0,0,0,0,0,0
Southern Ute CO,47,26.2,0,24.4,0,0,0,2.4
Norrie CO,0,0,0,0,0,0,0,0
Woody Creek CO,100,0,0,0,0,0,0,0
Redstone CO,100,0,0,0,0,0,0,0
North La Junta CO,82.3,17.7,0,0,0,0,0,0
La Junta Gardens CO,70.7,29.3,0,0,0,0,0,0
Heeney CO,88.4,11.6,0,0,0,0,0,0
Copper Mountain CO,95.7,4.3,0,0,0,0,0,0
Hasty CO,93.3,4,0,0,0,0,0,2.7
Elbert CO,89.6,10.4,0,0,0,0,0,0
Shaw Heights CO,55,35.1,1.2,0.4,6.6,0.6,0,1.1
Twin Lakes CO,32,63.9,1.1,0.6,1.7,0,0.2,0.6
Kirk CO,87.8,5.4,0,4.1,0,0,0,2.7
Joes CO,100,0,0,0,0,0,0,0
Idalia CO,92.3,0,0,0,0,0,7.7,0
Vernon CO,0,0,0,0,0,0,0,0
Maybell CO,57.6,33.3,0,0,0,0,0,9.1
Midland CO,91.5,0,0,0,8.5,0,0,0
Goldfield CO,100,0,0,0,0,0,0,0
Florissant CO,88.9,11.1,0,0,0,0,0,0
Divide CO,100,0,0,0,0,0,0,0
Sunshine CO,100,0,0,0,0,0,0,0
Pine Brook Hill CO,81,8.9,1.3,0,4.1,0,0,4.7
Seven Hills CO,77.8,0,22.2,0,0,0,0,0
Tall Timber CO,100,0,0,0,0,0,0,0
St. Ann Highlands CO,95.6,4.4,0,0,0,0,0,0
Bonanza Mountain Estates CO,70.8,0,0,0,0,0,0,29.2
Paragon Estates CO,92.5,0,4.2,0,2.1,0,0,1.2
Valmont CO,100,0,0,0,0,0,0,0
Bark Ranch CO,100,0,0,0,0,0,0,0
Altona CO,100,0,0,0,0,0,0,0
Sugarloaf CO,85.2,14.8,0,0,0,0,0,0
Mountain Meadows CO,100,0,0,0,0,0,0,0
Leyner CO,100,0,0,0,0,0,0,0
Lazy Acres CO,98.5,0,1.5,0,0,0,0,0
Hidden Lake CO,0,0,0,0,0,0,0,0
Crisman CO,100,0,0,0,0,0,0,0
Towner CO,100,0,0,0,0,0,0,0
Brandon CO,100,0,0,0,0,0,0,0
Piedra CO,100,0,0,0,0,0,0,0
Cathedral CO,82.1,0,0,17.9,0,0,0,0
Smeltertown CO,100,0,0,0,0,0,0,0
Maysville CO,100,0,0,0,0,0,0,0
Garfield CO,100,0,0,0,0,0,0,0
Johnson Village CO,85.7,0,14.3,0,0,0,0,0
Redvale CO,100,0,0,0,0,0,0,0
Rollinsville CO,67.1,0,0,32.9,0,0,0,0
Guffey CO,100,0,0,0,0,0,0,0
Conning Towers Nautilus Park CT,66.9,14.7,11.4,0.3,1.9,0,0.2,4.6
Gales Ferry CT,88.8,11.2,0,0,0,0,0,0
Baltic CT,80.3,3.6,3.7,0.9,0,0.4,0,11.1
Putnam CT,93.8,3.4,0,0,0.1,0.1,0,2.4
Manchester CT,59.8,16.5,15.6,0.4,4.1,0,0.2,3.5
Lakeville CT,93.8,1.5,3.5,0,0,0,0,1.2
Falls Village CT,96.2,0.7,0,0,0,0,0,3.1
Norfolk CT,96.5,0,0,0,0,0,0,3.5
Sharon CT,82.1,1.5,3.7,0,0,0,0,12.7
Watertown CT,91.7,8.2,0.1,0,0,0,0,0
Thomaston CT,98.1,0,1.9,0,0,0,0,0
Brooklyn CT,68.4,17,10.9,0,0,0,0,3.7
Somers CT,89.9,5.7,3.6,0,0.8,0,0,0
Long Hill CT,65.4,17.1,0.5,1.8,11.2,0,0.2,3.9
Sherwood Manor CT,91.2,3.7,1.2,0,1.9,0,0.3,1.6
Southwood Acres CT,88.1,4.9,4.3,0,0.7,0,0.2,1.9
Weatogue CT,90.3,2,0.4,0,7.3,0,0,0
Niantic CT,92.5,3.8,0.3,0,0.3,0,0,3.2
Pawcatuck CT,87.1,6.3,0.6,0,1.4,0,0,4.6
Georgetown CT,87.7,1.7,0,0,10.1,0,0,0.5
Essex Village CT,83.1,0.7,8.8,0,2.5,0,0,4.9
Westbrook Center CT,95.4,1.2,0,0,0.9,0,2.5,0
Crystal Lake CT,92.3,3.8,0,0,2.3,0,1,0.6
Willimantic CT,47,43.5,5,0,2.5,0,0.1,1.9
East Haven CT,76.8,14.6,2.3,0.2,4.5,0,0.1,1.4
East Hartford CT,34.4,34.1,24.5,0,4.2,0,0.2,2.6
Salmon Brook CT,89.2,1.3,1.1,0,3.5,0,2.2,2.8
West Simsbury CT,93.3,0,0.3,0,3.5,0,0,3
Northwest Harwinton CT,97.7,1,0.2,0,1.1,0,0,0
Mansfield Center CT,71.1,15.7,0,0,13.2,0,0,0
Rockville CT,61.5,13.9,15.5,0,2.4,0,0.8,5.9
Poquonock Bridge CT,35.5,26.1,14.3,0.4,19.9,0,0,3.9
Orange CT,86.8,2.4,1.9,0,6.8,0,0.1,2.1
South Woodstock CT,100,0,0,0,0,0,0,0
Noank CT,93.8,1.7,1.7,0,0,0,0,2.8
Winsted CT,85.5,7.9,2.6,1.6,0.4,0,0,2
Mystic CT,91.1,2.5,1.2,0,3.2,0,0,2.1
Old Mystic CT,82,7,4.8,0,4.1,0,0.3,1.8
South Coventry CT,98.8,0,0.5,0,0,0,0.7,0
Bethel CT,80.4,9.3,2.1,0,7.6,0,0,0.7
Westport CT,85.5,4.4,0.6,0,6.8,0,0.1,2.6
Plainfield Village CT,84.8,3.3,5.1,0,2.4,0,0,4.4
South Windham CT,73.6,21.1,1.3,0,1.8,0,1.4,0.8
Blue Hills CT,7.2,0,89.1,0,0,0,0,3.6
Glastonbury Center CT,85.3,7.1,1.1,0.1,4.7,0,0.5,1.2
Simsbury Center CT,85.9,6.2,1.9,2.1,3.2,0,0.2,0.6
Suffield Depot CT,91.6,4.8,3.7,0,0,0,0,0
Windsor Locks CT,80.5,5.6,6.3,0.2,5,0,0.3,2.2
New Milford CT,76.7,13.9,3.5,0,2,0,0,3.8
Lake Pocotopaug CT,88.9,6.3,0,0.3,3,0,0,1.5
Old Saybrook Center CT,84.1,10,0,0,5.2,0,0,0.6
Trumbull CT,78.9,8.4,4.2,0.1,6.1,0,0.3,1.9
Branford Center CT,91.7,2.3,1.5,0.6,3.6,0,0,0.2
Canton Valley CT,94.5,0,1.6,0,1.4,0,0.7,1.7
Newington CT,77.2,9.8,4.9,0.2,5.9,0,0.3,1.7
New Hartford Center CT,80.6,16.1,0,1.7,0,0,0,1.6
Oakville CT,90.3,4.1,4,0,0.1,0,0.2,1.3
Terryville CT,88.4,7.4,1.6,0.5,0,0,0.3,1.8
Moodus CT,97.3,1.1,0,0,0.5,0,0,1.1
Chester Center CT,94.2,1.4,0.8,0,3.6,0,0,0
Durham CT,95.6,3.2,0,0,0,0,0,1.1
Higganum CT,91.9,1.5,0,0,6,0,0,0.5
Saybrook Manor CT,90,8.6,0,0,1.3,0,0,0
Broad Brook CT,73.7,12.1,10.7,0,2.1,0,0,1.4
Heritage Village CT,94,3.5,1.8,0.3,0.6,0,0,0
North Grosvenor Dale CT,90.1,4.1,0,0,0,0,0,5.8
Cheshire Village CT,84.5,1.9,1,0,9.2,0,0,3.5
Collinsville CT,89.4,7.2,0.6,0,2.5,0,0,0.4
Tariffville CT,78.5,9.7,4.3,0,5.7,0,0,1.7
Oxoboxo River CT,91.6,5.2,0.4,0.2,1.5,0,0,1.1
Coventry Lake CT,91.8,3.4,1.2,0,2.4,0,0,1.2
Storrs CT,74.6,5.8,5,0,12.1,0,0,2.6
North Haven CT,82.7,5.2,3.5,0,7.2,0,0.1,1.3
Kensington CT,90.8,3.9,0.7,0,2.7,0,0.2,1.6
Woodbury Center CT,80.8,0,0,0,18.3,0,0,0.9
Darien CT,88.3,3.1,0.7,0.1,6.2,0,0.1,1.5
Clinton CT,92.6,5.6,0.2,0.1,1,0,0,0.4
East Hampton CT,89.3,4.1,3.7,0,0.5,0,0,2.3
East Brooklyn CT,82.8,8.2,2.2,0,0,0,0,6.8
Moosup CT,74.7,15.6,3.3,0,6.3,0,0,0
Quinebaug CT,96.2,2.6,0,0,0,0,0,1.2
Wauregan CT,91.4,0,0,0,0,0,0,8.6
Madison Center CT,95.5,2,0.5,0,1.6,0,0.4,0
Hazardville CT,82.7,4.6,1.6,4.8,1.8,0,0,4.5
North Granby CT,99.1,0.8,0.1,0,0,0,0,0
Terramuggus CT,100,0,0,0,0,0,0,0
West Hartford CT,73.2,10.6,6.1,0.1,7.6,0,0.6,1.9
Bethlehem Village CT,94.7,1.5,1,0,0,0,0,2.8
New Preston CT,89.7,5.6,0,0,2.1,0,1,1.6
Wallingford Center CT,79.8,13.5,1.4,0,3.5,0.2,0.1,1.5
Wethersfield CT,79,9.8,4.3,0,4.6,0,0.2,2.1
Stratford CT,64.4,15.3,14.3,0.6,3.2,0.1,0.1,2
Guilford Center CT,91.3,8.6,0.2,0,0,0,0,0
Thompsonville CT,65.9,17,6.2,0.2,6.8,0,0.2,3.7
Ridgefield CT,86.9,8.5,1.1,0,1.8,0,0.8,0.8
Portland CT,94.5,1.5,1,0.5,0.4,0,0,2.1
Canaan CT,90.6,8.3,1.2,0,0,0,0,0
Deep River Center CT,89.2,4.4,3.9,0.3,2.2,0,0,0
Colchester CT,90.4,2.7,2.4,0.5,0.8,0,0,3.3
Stafford Springs CT,89.7,6,0.8,0,2,0,0,1.4
Southport CT,83.5,8.5,1.2,0.5,2.3,0,0,4
Cos Cob CT,74.6,12.2,1,0,9.9,0,0.1,2.2
Riverside CT,76,11.5,1.6,0.3,8.4,0,0.2,2
Old Greenwich CT,74.8,12.1,0.2,0,8.5,0,0.9,3.4
Greenwich CT,68.3,15.2,7.1,0,7.3,0,0.2,1.9
Byram CT,50.2,39.2,3.4,0.2,5.1,0.4,0,1.5
Glenville CT,88.9,2.3,0.4,0,7.3,0,0,1.2
Pemberwick CT,76.6,8.6,7.6,0.2,4.5,0,0,2.5
Wilton Center CT,85.9,3.1,0,0,8.9,0,0,2.1
Cannondale CT,89,2.2,2.2,0,0,0,0,6.6
Waterford CT,81.1,3.6,1.4,0,10.8,0,0,3
Glasgow DE,62.5,6.6,22.2,0.2,6.2,0,0.4,2
Woodside East DE,55.8,2.3,30.9,0.6,3,0,0,7.4
Dover Base Housing DE,72.2,14,8.2,1.4,1,0,0,3.2
Rodney Village DE,44.4,0.7,44.8,1.2,7.2,0,0,1.6
Brookside DE,61.1,12.6,18.2,0,4,0,1.1,3
Wilmington Manor DE,56.8,22.6,18.8,0.1,0.7,0,0,1
Hockessin DE,81.8,0.4,4,0.2,12,0,0.2,1.4
Pike Creek DE,68.7,6.4,5.5,0,18.4,0,0,1
Highland Acres DE,67.2,2.3,21.1,1,4.6,0,0,3.9
Riverview DE,63.7,0,26.3,1.8,0.8,0,0,7.4
Bear DE,36.2,16.2,38.7,0.1,6.1,0,0,2.7
Claymont DE,62.2,1.8,30.1,0.5,4.4,0,0,1
North Star DE,83.2,2.4,3.1,0.5,10.1,0,0,0.7
Long Neck DE,88.1,2.6,7.3,1.7,0,0,0,0.3
Kent Acres DE,50.8,9,24.7,0,5.4,0,0.3,9.8
Greenville DE,77.9,0.4,0.5,0,19.6,0,0,1.6
Rising Sun-Lebanon DE,60.9,13.9,17.9,1.2,1,0,0,5
Edgemoor DE,52.8,3.9,30.7,0.2,2.1,0,0,10.3
Pike Creek Valley DE,73,6.4,12.2,0,5.2,0.1,0,2.9
Bayport FL,100,0,0,0,0,0,0,0
Wedgefield FL,62.5,16.9,9,0.9,4.2,0,0,6.4
St. James City FL,98.2,1.4,0,0,0.3,0,0,0
Ruskin FL,42.9,39.7,13.3,0.2,0.9,0,0.9,2.1
Yulee FL,89.7,2.8,6.1,0,0.1,0,0.1,1.2
Pine Lakes FL,70.2,26.6,0,0,0,0,0,3.2
Palm Springs North FL,14.4,84.8,0.1,0.7,0,0,0,0
Laurel FL,89.3,3.1,4.4,0.1,0.7,0,0,2.4
Fisher Island FL,100,0,0,0,0,0,0,0
Williamsburg FL,58,27.3,3.7,0,7.9,0,0.4,2.8
Butler Beach FL,95.9,2.6,0.2,0,0.6,0,0.2,0.6
Crescent Beach FL,94.5,2.1,0.6,0,2.4,0,0.4,0
Sawgrass FL,93.9,4,0.6,0,1.4,0,0,0
Brownsville FL,2.3,32.3,63.3,0.8,0,0,1.1,0.1
Wabasso Beach FL,91.6,5.7,1.5,0,1.2,0,0,0
Vero Beach South FL,82.1,7.8,4.9,0.4,2.7,0,0.1,2
Brandon FL,50.4,26,15.5,0.2,4.7,0,0.3,2.8
Poinciana FL,18.8,53.7,22.4,0.1,1.7,0.4,0.7,2.2
Valrico FL,66.1,18.4,8.4,0.1,4.2,0.1,0.4,2.3
South Gate Ridge FL,87.8,9.5,0.4,0,1.3,0,0,1
Glenvar Heights FL,20.9,73.2,1.4,0.2,2.8,0,0.1,1.3
Bay Pines FL,91.2,3.8,1.1,0.4,2.6,0,0,0.9
Lake Harbor FL,100,0,0,0,0,0,0,0
North Brooksville FL,94.1,4.6,1.3,0,0,0,0,0
Timber Pines FL,98.4,0.7,0,0.1,0.4,0.1,0,0.3
Bokeelia FL,92.4,7.2,0,0,0,0,0,0.4
Whiskey Creek FL,95.2,3.5,1,0,0,0,0,0.3
Elfers FL,79,15.3,2.5,0.1,2.4,0,0.1,0.6
Hudson FL,89.9,7.4,0.6,0.4,0.5,0,0.2,1
Feather Sound FL,78.2,8.4,3.4,0,6.4,0,0.3,3.3
Zephyrhills South FL,90.2,7.1,1.2,0,0,0,0,1.5
Paradise Heights FL,83.2,0,16.8,0,0,0,0,0
Southchase FL,23.3,55.6,9.1,0,10,0,0.7,1.3
Harlem Heights FL,7.7,62.5,28.6,0,0,0,0,1.1
Matlacha FL,96.3,2.1,0,0,1.6,0,0,0
Pine Manor FL,13.9,67.3,17.8,0,0,0,0,1
San Carlos Park FL,70.3,24.9,1.5,0.1,1.9,0,0.2,1.2
Three Oaks FL,72.6,17.5,1.7,0,4,0,0,4.2
Jasmine Estates FL,75.3,16.6,3.6,0.1,2.7,0,0.1,1.8
Trinity FL,88.9,5.7,0.7,0.4,2,0.1,0.2,1.9
Zephyrhills North FL,84.5,7.9,0.1,0,2.1,0,0,5.3
Immokalee FL,5.1,71.6,21.4,1.2,0.6,0,0,0.1
Lely Resort FL,66.7,14.3,17.5,0,0.5,0,0,1
Istachatta FL,86.4,13.6,0,0,0,0,0,0
Masaryktown FL,96.1,2.7,0,0,1.3,0,0,0
North Weeki Wachee FL,85.3,10.8,1.1,0.5,0.6,0,1.2,0.6
East Lake FL,86,7,0.8,0.3,3.1,0.1,0.9,1.9
Holden Heights FL,44.8,23.9,28.4,0,2.1,0,0,0.7
Alva FL,85,1.9,2.8,0,2.5,0,0,7.8
Matlacha Isles-Matlacha Shores FL,96.8,0,0,0,0,0,0,3.2
North Fort Myers FL,88.5,6.9,1.9,0.4,0.7,0,0,1.5
Land O' Lakes FL,70.1,18.3,5.8,0.8,2.8,0.1,0.2,1.9
Odessa FL,78.2,11.5,5.4,0,3.6,0,0,1.2
Williston Highlands FL,94.5,1.7,0.6,0,0,0,0,3.2
Hunters Creek FL,38.4,41.8,6.5,0,11.7,0,0,1.5
Lake Hart FL,63,19,6.1,0,11.9,0,0,0
Zellwood FL,69.1,18.8,6.6,0,2,0,0,3.5
Meadow Woods FL,15.3,64.5,11.6,0,6.2,0,0.4,1.9
South Highpoint FL,44.5,31.2,15.3,0,6.7,0,0.2,2
Vineyards FL,91.1,6.2,0,0,2.1,0,0,0.7
Brookridge FL,84.8,13,0.9,1.3,0,0,0,0
Lake Lindsey FL,100,0,0,0,0,0,0,0
Pine Island FL,100,0,0,0,0,0,0,0
Spring Hill FL,73.7,16.2,5.3,0.4,1.7,0,0.7,2
Lake Mack-Forest Hills FL,100,0,0,0,0,0,0,0
Harlem FL,0.8,3.6,95.6,0,0,0,0,0
Florida Ridge FL,62.2,15.5,18.6,0.1,0.4,0,0,3.2
Pace FL,85.3,5.1,2.5,0.5,2.8,0,0,3.9
Lisbon FL,100,0,0,0,0,0,0,0
Okahumpka FL,100,0,0,0,0,0,0,0
Buckingham FL,95.7,3.6,0.7,0,0,0,0,0
Punta Rassa FL,95.9,0.3,0.6,0,3.1,0,0,0
Dade City North FL,16.5,59.6,16.9,0,5.1,0,0.4,1.5
Wesley Chapel FL,58.4,22,10.3,0.3,5.7,0.3,0.2,2.8
Pretty Bayou FL,85.5,6.7,3.4,3.3,1.1,0,0,0
Chokoloskee FL,100,0,0,0,0,0,0,0
Plantation Island FL,100,0,0,0,0,0,0,0
Spring Lake FL,83,17,0,0,0,0,0,0
East Palatka FL,57.2,2.9,37.7,0,1.5,0,0,0.7
Fort Pierce North FL,16.7,8.1,72,0.9,0.1,0,1.3,0.8
Lake Kathryn FL,100,0,0,0,0,0,0,0
Port St. John FL,80.6,6.5,6.7,0.1,0.6,1.3,0.1,4.1
Sharpes FL,91.7,3.2,3.8,0,0,0,0.9,0.4
Ives Estates FL,16.5,29.8,50.5,0,1.7,0,0.2,1.4
Kendall FL,24.9,66.9,3.2,0,3.8,0,0.2,0.9
Pinewood FL,1.2,21.1,77,0,0.2,0,0,0.4
The Crossings FL,25.9,65.8,3.7,0,2.7,0,0.6,1.3
South Beach FL,96.5,2.5,0,0,0,0,0,1
Cocoa West FL,32.4,11.4,52.3,0,1.5,0,0,2.3
June Park FL,86.7,7.8,0.7,0,1.9,0,0,2.9
Broadview Park FL,18.6,63.1,15.6,0,1.4,0,0,1.3
Franklin Park FL,0.8,2.1,97.1,0,0,0,0,0
Hillsboro Pines FL,80.4,5.4,8.3,0,1.6,0,0,4.4
South Patrick Shores FL,88.6,5.5,1.9,0,1.7,0,0,2.2
East Williston FL,11.8,1.4,85,0,0,0,0,1.7
South Brooksville FL,74.2,7.3,13.8,0,0.6,0,0,4
Manasota Key FL,97.7,2.3,0,0,0,0,0,0
Tildenville FL,7.1,0,80.9,0,0,0,0,12
Upper Grand Lagoon FL,87.5,5.1,1.7,0.9,2.8,0,0.1,1.8
Ojus FL,43.3,46.5,7.3,0.3,1.6,0,0.7,0.3
Lakeside FL,75.8,7.6,8.8,0.2,3.4,0.2,0.3,3.7
Astor FL,83,14.6,0,1.4,1.1,0,0,0
Watertown FL,53.9,3.5,40.6,0.7,0,0,0,1.4
Villas FL,78.2,13.1,5.1,0.3,2,0,0.1,1.1
Paisley FL,99.8,0.1,0.1,0,0,0,0,0
Mount Plymouth FL,70,6,21.6,0,0.8,0.4,0,1.3
Ridgecrest FL,29.1,10.7,57.1,0,0.7,0,0,2.5
Lake Panasoffkee FL,95.9,3.8,0.3,0,0,0,0,0
Wabasso FL,92.1,7.9,0,0,0,0,0,0
West Vero Corridor FL,90.1,8.8,0.6,0.1,0.2,0,0,0.1
Winter Beach FL,73.3,13.7,8.5,0,0.7,0,0,3.8
Molino FL,74.3,9.4,16.2,0,0,0,0,0
Lake Lorraine FL,70.6,10.9,8.1,0.5,5.9,0,0.3,3.6
Fern Park FL,65.5,22.9,9.3,0,1.9,0,0,0.4
Ocean City FL,63.3,13.9,13.6,0.1,2,3.4,0.7,2.9
Heathrow FL,63.2,17.8,5.8,0,11.7,0,0.2,1.3
Ensley FL,52.9,7.7,29.4,0.7,4.5,0,0,4.6
Ferry Pass FL,68.1,6.8,14.6,0.3,2.9,0,0,7.2
Goulding FL,17.6,1.4,73.2,0.4,0.1,0,0.1,7.1
Bayshore Gardens FL,66.8,17.5,9.6,0,2.3,0.1,0.1,3.6
Key Largo FL,73,22.9,1.5,0.4,0.9,0,0.2,1.1
Avalon FL,88.5,11.5,0,0,0,0,0,0
Patrick AFB FL,67.4,12.8,9.2,0.8,6.2,0,0.3,3.3
Fort Green Springs FL,100,0,0,0,0,0,0,0
Fort Green FL,88.7,7.1,0.6,0,0,0,0,3.6
Lemon Grove FL,58.8,41.2,0,0,0,0,0,0
Limestone FL,49.7,0,50.3,0,0,0,0,0
Gardner FL,100,0,0,0,0,0,0,0
Mount Carmel FL,97.5,0,0,2.5,0,0,0,0
Brownsdale FL,100,0,0,0,0,0,0,0
Chumuckla FL,88.2,1.3,0,4.8,3.9,1.9,0,0
Allentown FL,96.3,3.1,0,0,0,0,0,0.6
Pine Level FL,95.8,0,0,4.2,0,0,0,0
Four Corners FL,51.9,34.2,8.6,0.1,1.8,0,1.1,2.3
Crystal Lake FL,51.1,24.3,18.3,0.3,3.7,0,0.8,1.4
Ormond-by-the-Sea FL,92.9,2.6,1.7,0,1.7,0,0,1.2
Fountainebleau FL,4.9,92.1,0.6,0.1,2.2,0,0.1,0
Manatee Road FL,96.5,1.6,0.5,0,1.2,0,0,0.2
Buenaventura Lakes FL,13.1,74.3,9.5,0,1.6,0,0.8,0.7
Alafaya FL,43,36.6,9.1,0,7.8,0,0.1,3.3
Clarcona FL,58.9,17.3,9.1,0.6,2.9,0,0,11.2
Lake Mary Jane FL,67.4,25.1,0,0,2.9,0,0,4.5
Rio Pinar FL,62.8,19.2,8.5,0,7.6,0,0.2,1.8
Horizon West FL,65.8,19.9,5.9,0,6.1,0,0.9,1.4
Munson FL,100,0,0,0,0,0,0,0
Berrydale FL,74.2,0,24.1,0,0,0,0,1.7
Day FL,100,0,0,0,0,0,0,0
Crawfordville FL,88.4,2.1,8.6,0,0.4,0,0,0.6
Panacea FL,100,0,0,0,0,0,0,0
World Golf Village FL,77.4,12.1,6.9,0,1.6,0,0.2,1.8
Nocatee FL,89.8,5,0.9,0.2,3.8,0,0,0.2
Mulat FL,98.4,1,0.7,0,0,0,0,0
Springhill FL,100,0,0,0,0,0,0,0
Dixonville FL,100,0,0,0,0,0,0,0
Verona Walk FL,91.3,3.5,0,0,4.7,0,0.5,0
Island Walk FL,90,8.3,0,0,0,0,0,1.7
DeLand Southwest FL,19.9,3.8,57.4,0,11.6,0,0,7.4
North DeLand FL,82.7,14.1,0,0,0.8,0,1.1,1.3
West DeLand FL,81.5,11,6.7,0,0.1,0,0,0.8
Seville FL,31.6,55.6,12.8,0,0,0,0,0
Hosford FL,97.1,0,1.3,0,0,0,1.1,0.5
Sumatra FL,100,0,0,0,0,0,0,0
Lake Mystic FL,93.8,6.3,0,0,0,0,0,0
Navarre Beach FL,96.3,0,0,0,0,0,0,3.7
East Milton FL,67.9,5.5,19.8,2,0.4,0,0,4.4
Harold FL,98.8,0,0,0,0,0,1.2,0
Roeville FL,83.7,3,5.7,0,2.8,0,0,4.9
Point Baker FL,78,1.7,10.9,0,2.3,0.6,0,6.6
Floridatown FL,76.5,4.5,6.4,0,0,0,0,12.5
Woodlawn Beach FL,90.1,6.7,0.8,0,1.5,0,0,0.9
Wallace FL,94.9,2.6,0.1,0,0.5,0,0,1.8
Cobbtown FL,100,0,0,0,0,0,0,0
Morriston FL,37.7,62.3,0,0,0,0,0,0
Raleigh FL,63.7,3.1,30.7,0,0,0,0,2.5
Whitfield FL,78.4,14.3,1.5,0,4,0,0,1.9
Charleston Park FL,0,9.5,90.5,0,0,0,0,0
Cypress Lake FL,91.1,4.9,1.4,0.2,0.3,0,0,2.1
Fort Myers Shores FL,70.2,22.7,2.6,0.2,0.1,0,2.7,1.5
McGregor FL,85.4,8.5,0.6,0,2,0,0.2,3.3
Page Park FL,77.1,6.5,16.4,0,0,0,0,0
Palmona Park FL,73.7,26.3,0,0,0,0,0,0
Pineland FL,81.6,18.4,0,0,0,0,0,0
Bayonet Point FL,84,10.5,2.7,0.5,0.5,0.3,0,1.5
Holiday FL,78.8,12.9,4.5,0.1,2,0,0,1.7
Westgate FL,10.7,45.3,41.6,0,1.8,0,0,0.7
The Acreage FL,64.1,20.1,11.2,0.2,2.1,0,0.3,1.9
Jupiter Farms FL,84.6,10.8,3.2,0,1.1,0,0,0.3
Pine Air FL,12.8,69.8,6.8,0,3.2,0,0,7.5
Acacia Villas FL,8.1,91.9,0,0,0,0,0,0
Cabana Colony FL,71.7,18.3,0,0,7.2,0,0,2.8
San Castle FL,18.9,29.4,50.6,0.1,0.7,0,0.1,0.1
